text	label	text_tok	rus_entity	textID
Это не санкции. Это херня полная. Тьфу. Где сбер? Какие втб, банк москвы и россельхоз? Кто чо курит в белом доме? Это как слону дробина	0	это не санкции . это херня полная . тьфу . где сбербанк ? какие втб , банкмосквы и россельхозбанк ? кто чо курит в белом доме ? это как слону дробина	банкмосквы	5938
Это не санкции. Это херня полная. Тьфу. Где сбер? Какие втб, банк москвы и россельхоз? Кто чо курит в белом доме? Это как слону дробина	0	это не санкции . это херня полная . тьфу . где сбербанк ? какие втб , банкмосквы и россельхозбанк ? кто чо курит в белом доме ? это как слону дробина	россельхозбанк	5939
http://t.co/3EiHk0TmVh Де взять потребительский кредит в газпромбанке	0	де взять потребительский кредит в газпромбанк	газпромбанк	5940
RT @citybusicyti: Сбербанк поможет своему должнику построить Керченский мост	1	сбербанк поможет своему должнику построить керченский мост	сбербанк	5941
http://t.co/PgQNqVkNI4 кредиты в газпромбанке отзывы	0	кредиты в газпромбанк отзывы	газпромбанк	5942
"Дальневосточный Сбербанк способствует развитию птицеводства в Магаданской области #Владивосток
http://t.co/AerXopfTxP http://t.co/K7ke48pPCL"	1	дальневосточный сбербанк способствует развитию птицеводства в магаданской области	сбербанк	5943
http://t.co/Qm0EDRfI1z Как оформить кредитную карту в райфайзен банке	0	как оформить кредитную карту в райффайзенбанк банке	райффайзенбанк	5944
http://t.co/nXjgkArrT4 россельхозбанк кредит онлайн заявка	0	россельхозбанк кредит онлайн заявка	россельхозбанк	5945
http://t.co/uv3xJOStoS Банк втб 24 кредит оформить	0	банк втб 24 кредит оформить	втб	5946
http://t.co/5JSbrY0Ekz Взять кредит в альфа банке онлайн заявка	0	взять кредит в альфабанк банке онлайн заявка	альфабанк	5947
США ввели санкции против ВТБ «Банка Москвы» и Россельхозбанка	-1	сша ввели санкции против втб банкмосквы и россельхозбанк	втб	5948
"Новые санкции, которые США ввели в&amp;nbsp;отношении ВТБ, ""Банка Москвы"" и&amp;nbsp;""Россельхозбанка"", не коснулись работы с&amp;nbsp;картами данных б"	0	новые санкции , которые сша ввели в amp nbsp отношении втб , банкмосквы россельхозбанк , не коснулись работы с amp nbsp картами данных б	россельхозбанк	5949
США добавили три российских банка в черный список: Под санкции попали ВТБ, Банк Москвы и Рос... http://t.co/lU6GSFKa8C #sledui #rufollow	-1	сша добавили три российских банка в черный список : под санкции попали втб , банкмосквы и рос ...	банкмосквы	5950
http://t.co/s638tRma3d сбербанк заявка на кредит наличными	0	сбербанк заявка на кредит наличными	сбербанк	5951
http://t.co/c1r2ERsAd4 Оформить кредит в альфа банке мурманск	0	оформить кредит в альфабанк банке мурманск	альфабанк	5952
RT @wwwejru: Автор: . Усы Пескова: Во глубине сибирских руд Храните ваши сбереженья, Пока Сбербанк и ВТБ... Стоят в неловком... http://t.co…	-1	автор : . усы пескова : во глубине сибирских руд храните ваши сбербанк , пока сбербанк и втб ... стоят в неловком ...	сбербанк	5953
RT @wwwejru: Автор: . Усы Пескова: Во глубине сибирских руд Храните ваши сбереженья, Пока Сбербанк и ВТБ... Стоят в неловком... http://t.co…	-1	автор : . усы пескова : во глубине сибирских руд храните ваши сбербанк , пока сбербанк и втб ... стоят в неловком ...	втб	5954
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК /  / #Россия@putin_v_v_da, #санкции@putin_v_v_d.. http://t.co/3dQB8twEsi	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск	втб	5955
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК /  / #Россия@putin_v_v_da, #санкции@putin_v_v_d.. http://t.co/3dQB8twEsi	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск	банкмосквы	5956
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК /  / #Россия@putin_v_v_da, #санкции@putin_v_v_d.. http://t.co/3dQB8twEsi	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск	россельхозбанк	5957
http://t.co/OOsZBLZ0Zg Взять кредит в виннице альфа банк с какого возраста	0	взять кредит в виннице альфабанк какого возраста	альфабанк	5958
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК / Гражданам и компаниям США запрещено приобретат.. http://t.co/yegJTU5i5x	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск гражданам и компаниям сша запрещено приобретат ..	втб	5959
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК / Гражданам и компаниям США запрещено приобретат.. http://t.co/yegJTU5i5x	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск гражданам и компаниям сша запрещено приобретат ..	банкмосквы	5960
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК / Гражданам и компаниям США запрещено приобретат.. http://t.co/yegJTU5i5x	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск гражданам и компаниям сша запрещено приобретат ..	россельхозбанк	5961
http://t.co/EuIIYa6JLN Кто может получить кредит в альфа банке	0	кто может получить кредит в альфабанк банке	альфабанк	5962
RT @gorianov: США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/AoaRjBA0lH	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк	втб	5963
RT @gorianov: США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/AoaRjBA0lH	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк	банкмосквы	5964
RT @gorianov: США ввели санкции против «Банка Москвы», ВТБ и Россельхозбанка http://t.co/AoaRjBA0lH	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк	россельхозбанк	5965
Я.Новости | Финансы: США ввели санкции против ВТБ, Россельхозбанка и «Банка Москвы» http://t.co/aPcUvobm7e	-1	я . новости финансы : сша ввели санкции против втб , россельхозбанк и банкмосквы	втб	5966
Я.Новости | Финансы: США ввели санкции против ВТБ, Россельхозбанка и «Банка Москвы» http://t.co/aPcUvobm7e	-1	я . новости финансы : сша ввели санкции против втб , россельхозбанк и банкмосквы	банкмосквы	5967
Я.Новости | Финансы: США ввели санкции против ВТБ, Россельхозбанка и «Банка Москвы» http://t.co/aPcUvobm7e	-1	я . новости финансы : сша ввели санкции против втб , россельхозбанк и банкмосквы	россельхозбанк	5968
США ввели новые санкции против России / Соединенные Штаты ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.. http://t.co/l2raqLlAR7	-1	сша ввели новые санкции против россии соединенные штаты ввели санкции против банкмосквы , втб и россельхозбанк ..	россельхозбанк	5969
http://t.co/opQhGgvuZR Взять кредит в россельхозбанке срочно в москве	0	взять кредит в россельхозбанк срочно в москве	россельхозбанк	5970
США ввели новые санкции против России / Соединенные Штаты ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.. http://t.co/l2raqLlAR7	-1	сша ввели новые санкции против россии соединенные штаты ввели санкции против банкмосквы , втб и россельхозбанк ..	банкмосквы	5971
США объявили о санкциях против Россельхозбанка, Банка Москвы и ВТБ http://t.co/e8oKM0Af29	-1	сша объявили о санкциях против россельхозбанк , банкмосквы и втб	россельхозбанк	5972
"http://t.co/Z0d8LevsBV США в связи с ситуацией на Украине ввели санкции против ""Банка Москвы"", ВТБ и Россельхозбанка. Об этом сооб"	-1	сша в связи с ситуацией на украине ввели санкции против банкмосквы , втб и россельхозбанк . об этом сооб	втб	5973
"http://t.co/Z0d8LevsBV США в связи с ситуацией на Украине ввели санкции против ""Банка Москвы"", ВТБ и Россельхозбанка. Об этом сооб"	-1	сша в связи с ситуацией на украине ввели санкции против банкмосквы , втб и россельхозбанк . об этом сооб	банкмосквы	5974
"http://t.co/Z0d8LevsBV США в связи с ситуацией на Украине ввели санкции против ""Банка Москвы"", ВТБ и Россельхозбанка. Об этом сооб"	-1	сша в связи с ситуацией на украине ввели санкции против банкмосквы , втб и россельхозбанк . об этом сооб	россельхозбанк	5975
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК: Гражданам и компаниям США запрещено приобретать… http://t.co/eslNjaVoU6	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск : гражданам и компаниям сша запрещено приобретать	втб	5976
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК: Гражданам и компаниям США запрещено приобретать… http://t.co/eslNjaVoU6	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск : гражданам и компаниям сша запрещено приобретать	банкмосквы	5977
США ввели санкции против Банка Москвы, ВТБ, Россельхозбанка и ОСК: Гражданам и компаниям США запрещено приобретать… http://t.co/eslNjaVoU6	-1	сша ввели санкции против банкмосквы , втб , россельхозбанк и оск : гражданам и компаниям сша запрещено приобретать	россельхозбанк	5978
США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка. Гражданам и компаниям США запрещено приобретать долго.. http://t.co/PkS0LU9kFN	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . гражданам и компаниям сша запрещено приобретать долго ..	втб	5979
США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка. Гражданам и компаниям США запрещено приобретать долго.. http://t.co/PkS0LU9kFN	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . гражданам и компаниям сша запрещено приобретать долго ..	банкмосквы	5980
США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка. Гражданам и компаниям США запрещено приобретать долго.. http://t.co/PkS0LU9kFN	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . гражданам и компаниям сша запрещено приобретать долго ..	россельхозбанк	5981
"RT @zvezdanews: США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.

Подробнее: http://t.co/zxqcY4dv40 http://t.co/u3s8LObfRT"	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . подробнее :	втб	5982
"RT @zvezdanews: США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.

Подробнее: http://t.co/zxqcY4dv40 http://t.co/u3s8LObfRT"	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . подробнее :	банкмосквы	5983
"RT @zvezdanews: США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.

Подробнее: http://t.co/zxqcY4dv40 http://t.co/u3s8LObfRT"	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк . подробнее :	россельхозбанк	5984
#США_ВПО /  / США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка /  / США ввели санкции против Банка .. http://t.co/EYwWwlUMsh	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк сша ввели санкции против банка ..	втб	5985
#США_ВПО /  / США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка /  / США ввели санкции против Банка .. http://t.co/EYwWwlUMsh	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк сша ввели санкции против банка ..	банкмосквы	5986
#США_ВПО /  / США ввели санкции против Банка Москвы, ВТБ и Россельхозбанка /  / США ввели санкции против Банка .. http://t.co/EYwWwlUMsh	-1	сша ввели санкции против банкмосквы , втб и россельхозбанк сша ввели санкции против банка ..	россельхозбанк	5987
США объявили о санкциях против Россельхозбанка, Банка Москвы и ВТБ http://t.co/e8oKM0Af29	-1	сша объявили о санкциях против россельхозбанк , банкмосквы и втб	втб	5988
США объявили о санкциях против Россельхозбанка, Банка Москвы и ВТБ http://t.co/e8oKM0Af29	-1	сша объявили о санкциях против россельхозбанк , банкмосквы и втб	банкмосквы	5989
США ввели новые санкции против России / Соединенные Штаты ввели санкции против Банка Москвы, ВТБ и Россельхозбанка.. http://t.co/l2raqLlAR7	-1	сша ввели новые санкции против россии соединенные штаты ввели санкции против банкмосквы , втб и россельхозбанк ..	втб	5990
США добавили три российских банка в черный список: Под санкции попали ВТБ, Банк Москвы и Рос... http://t.co/lU6GSFKa8C #sledui #rufollow	-1	сша добавили три российских банка в черный список : под санкции попали втб , банкмосквы и рос ...	втб	5991
#события Министерство финансов США сообщило о том, что США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и ОСК. Помимо этог...	-1	министерство финансов сша сообщило о том , что сша ввели санкции против втб , россельхозбанк , банкмосквы и оск . помимо этог ...	втб	5992
#события Министерство финансов США сообщило о том, что США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и ОСК. Помимо этог...	-1	министерство финансов сша сообщило о том , что сша ввели санкции против втб , россельхозбанк , банкмосквы и оск . помимо этог ...	россельхозбанк	5993
http://t.co/1pLsrsaY1K потребительский кредит процентные ставки райффайзенбанк	0	потребительский кредит процентные ставки райффайзенбанк	райффайзенбанк	5994
http://t.co/Df8Qhsq3Nz сбербанк кредиты отзывы	0	сбербанк кредиты отзывы	сбербанк	5995
http://t.co/KHXEMBz527 банк москвы оформить заявку на кредит	0	банкмосквы оформить заявку на кредит	банкмосквы	5996
http://t.co/jT5J707m5V Взять кредит в газпромбанке	0	взять кредит в газпромбанк	газпромбанк	5997
http://t.co/cjGBtJXIiZ сбербанк кредиты на стартапы	0	сбербанк кредиты на стартапы	сбербанк	5998
#новости США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	втб	5999
#новости США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	банкмосквы	6000
#новости США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	россельхозбанк	6001
http://t.co/kTKHtYzI5d Получить кредит райффайзенбанк	0	получить кредит райффайзенбанк	райффайзенбанк	6002
http://t.co/ZVPEYTvXWL кредиты райффайзенбанк	0	кредиты райффайзенбанк	райффайзенбанк	6003
http://t.co/vWEo5LF5fW банк втб 24 потребительский кредит процентные ставки	0	банк втб 24 потребительский кредит процентные ставки	втб	6004
http://t.co/wyMQ9UrpZw банк втб 24 потребительский кредит процентные ставки	0	банк втб 24 потребительский кредит процентные ставки	втб	6005
США ввели санкции против росс. судостроительной корпорации.В списке также оказались Банк Москвы, ВТБ и Россельхозбанк http://t.co/oVwY0Bx5LZ	-1	сша ввели санкции против росс . судостроительной корпорации . в списке также оказались банкмосквы , втб и россельхозбанк	втб	6006
США ввели санкции против росс. судостроительной корпорации.В списке также оказались Банк Москвы, ВТБ и Россельхозбанк http://t.co/oVwY0Bx5LZ	-1	сша ввели санкции против росс . судостроительной корпорации . в списке также оказались банкмосквы , втб и россельхозбанк	банкмосквы	6007
США ввели санкции против росс. судостроительной корпорации.В списке также оказались Банк Москвы, ВТБ и Россельхозбанк http://t.co/oVwY0Bx5LZ	-1	сша ввели санкции против росс . судостроительной корпорации . в списке также оказались банкмосквы , втб и россельхозбанк	россельхозбанк	6008
http://t.co/ceFQfAAkIu Альфа банк взять кредит в мурманске	0	альфабанк банк взять кредит в мурманске	альфабанк	6009
http://t.co/NsITGvGPR4 Взять кредит в втб 24 в миассе	0	взять кредит в втб 24 в миассе	втб	6010
RT @vseodetiah: США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	россельхозбанк	6011
#события Министерство финансов США сообщило о том, что США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и ОСК. Помимо этог...	-1	министерство финансов сша сообщило о том , что сша ввели санкции против втб , россельхозбанк , банкмосквы и оск . помимо этог ...	банкмосквы	6012
RT @vseodetiah: США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	банкмосквы	6013
http://t.co/RzL4H7cJFV как взять кредит в россельхозбанка	0	как взять кредит в россельхозбанк	россельхозбанк	6014
http://t.co/dAMKewzjIv Как получить кредитную карту альфа банка в перми	0	как получить кредитную карту альфабанк банка в перми	альфабанк	6015
RT @interfaxua: США ввели санкции против российской Объединенной судостроительной корпорации и банков ВТБ, Россельхозбанка и Банка Москвы -…	-1	сша ввели санкции против российской объединенной судостроительной корпорации и банков втб , россельхозбанк и банкмосквы -	втб	6016
RT @interfaxua: США ввели санкции против российской Объединенной судостроительной корпорации и банков ВТБ, Россельхозбанка и Банка Москвы -…	-1	сша ввели санкции против российской объединенной судостроительной корпорации и банков втб , россельхозбанк и банкмосквы -	банкмосквы	6017
RT @interfaxua: США ввели санкции против российской Объединенной судостроительной корпорации и банков ВТБ, Россельхозбанка и Банка Москвы -…	-1	сша ввели санкции против российской объединенной судостроительной корпорации и банков втб , россельхозбанк и банкмосквы -	россельхозбанк	6018
"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации 
 
США расширила санкционный список"	-1	сша ввели санкции против втб , россельхозбанк , банкмосквы и объединенной судостроительной корпорации сша расширила санкционный список	втб	6019
"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации 
 
США расширила санкционный список"	-1	сша ввели санкции против втб , россельхозбанк , банкмосквы и объединенной судостроительной корпорации сша расширила санкционный список	банкмосквы	6020
"США ввели санкции против ВТБ, Россельхозбанка, Банка Москвы и Объединенной судостроительной корпорации 
 
США расширила санкционный список"	-1	сша ввели санкции против втб , россельхозбанк , банкмосквы и объединенной судостроительной корпорации сша расширила санкционный список	россельхозбанк	6021
http://t.co/7ro6RldhOC кредиты альфабанк калькулятор	0	кредиты альфабанк калькулятор	альфабанк	6022
В новый санкционный список США попали ОСК, ВТБ и Банк Москвы - РБК	-1	в новый санкционный список сша попали оск , втб и банкмосквы - рбк	втб	6023
В новый санкционный список США попали ОСК, ВТБ и Банк Москвы - РБК	-1	в новый санкционный список сша попали оск , втб и банкмосквы - рбк	банкмосквы	6024
http://t.co/epp5Sy3wgL подать заявку на кредит в сбербанк россии онлайн	0	подать заявку на кредит в сбербанк россии онлайн	сбербанк	6025
http://t.co/QZ7gGXb36o сбербанк официальный сайт оформить заявку на кредит	0	сбербанк официальный сайт оформить заявку на кредит	сбербанк	6026
"В список новых экономических санкций США против Москвы вошли три российских банка - ""Банк Москвы"", ""ВТБ-банк"" и ""Российский сельскохо..."	-1	в список новых экономических санкций сша против москвы вошли три российских банка - банкмосквы , втб -банк и российский сельскохо ...	втб	6027
"В список новых экономических санкций США против Москвы вошли три российских банка - ""Банк Москвы"", ""ВТБ-банк"" и ""Российский сельскохо..."	-1	в список новых экономических санкций сша против москвы вошли три российских банка - банкмосквы , втб -банк и российский сельскохо ...	банкмосквы	6028
Под американские санкции попали ВТБ, Банк Москвы и Россельхозбанк.	-1	под американские санкции попали втб , банкмосквы и россельхозбанк .	втб	6029
Под американские санкции попали ВТБ, Банк Москвы и Россельхозбанк.	-1	под американские санкции попали втб , банкмосквы и россельхозбанк .	банкмосквы	6030
Под американские санкции попали ВТБ, Банк Москвы и Россельхозбанк.	-1	под американские санкции попали втб , банкмосквы и россельхозбанк .	россельхозбанк	6031
RT @vseodetiah: США ввели во вторник санкции против ВТБ, Россельхозбанка и Банка Москвы	-1	сша ввели во вторник санкции против втб , россельхозбанк и банкмосквы	втб	6032
RT @rrubanov: Текст секторальных санкций для ВТБ, Банк Москвы, Россельхозбанк и Объединенной судостроительной корпорации http://t.co/CDS4zv…	-1	текст секторальных санкций для втб , банкмосквы , россельхозбанк и объединенной судостроительной корпорации	россельхозбанк	6033
Клиенты Россельхозбанка воспользуются новыми кредитными продуктами:  http://t.co/afxDVqsl7T	0	клиенты россельхозбанк воспользуются новыми кредитными продуктами :	россельхозбанк	6034
RT @ntvru: Компании Visa и MasterCard не будут блокировать карты ВТБ, Банка Москвы и Россельхозбанка, попавших под санкции США http://t.co/…	0	компании visa и mastercard не будут блокировать карты втб , банкмосквы и россельхозбанк , попавших под санкции сша	банкмосквы	6035
Банк москвы владикавказ кредитование ип http://t.co/YoKx8Pqe5B	0	банкмосквы владикавказ кредитование ип	банкмосквы	6036
@sberbank г.Москва, Ул. Кастанаевская 42 кор 2,в вашем отделении ни один банкомат, который выдает деньги не работает уже месяц!!!!	-1	сбербанк г . москва , ул . кастанаевская 42 кор 2 , в вашем отделении ни один банкомат , который выдает деньги не работает уже месяц !!!!	сбербанк	6037
#рубль @ Сбербанк http://t.co/o2MrTZ0T9U	0	сбербанк	сбербанк	6038
RT @sberbank: Взяв ипотеку, не забудьте оформить налоговый вычет, чтобы компенсировать расходы по уплате процентов.	0	сбербанк : взяв ипотеку , не забудьте оформить налоговый вычет , чтобы компенсировать расходы по уплате процентов .	сбербанк	6039
@alfa_bank  банкомат в Галерея Тверская 7 не работает в принципе #протестировано	-1	альфабанк банкомат в галерея тверская 7 не работает в принципе	альфабанк	6040
http://t.co/gj44cz1ccw Взять кредит втб 24 онлайн заявка	0	взять кредит втб 24 онлайн заявка	втб	6041
RT @DDikij1: @sberbank А что Сбербанк занимается в финансировании карателей убийц на Украине ...Клиентов не боитесь потерять? http://t.co/I…	-1	сбербанк а что сбербанк занимается в финансировании карателей убийц на украине ... клиентов не боитесь потерять ?	сбербанк	6042
Cetelem сбербанк как деньги в кредит http://t.co/Gda7c78fqR	0	cetelem сбербанк как деньги в кредит	сбербанк	6043
Туры в кредит от альфа банка	0	туры в кредит от альфабанк банка	альфабанк	6044
RT @natoliyplat852: райффайзенбанк саратов телефон http://t.co/u5OvPF69b1	0	райффайзенбанк саратов телефон	райффайзенбанк	6045
Авто бу кредит сбербанк г курск http://t.co/yU8Nz2Qot0	0	авто бу кредит сбербанк г курск	сбербанк	6046
Список людей кому сбербанк не дает кредиты http://t.co/r27BXGTTsx	-1	список людей кому сбербанк не дает кредиты	сбербанк	6047
Решением Наблюдательного совета ОАО Банк ВТБ (Азербайджан) Юрий Яковлев назначен на должность председателя правления. Об этом сообщает прес	0	решением наблюдательного совета оао банк втб ( азербайджан ) юрий яковлев назначен на должность председателя правления . об этом сообщает прес	втб	6048
Курс доллара Газпромбанк http://t.co/XIVkqNMb8K /  / USD 1 Доллар США 35,10 36,20 http://t.co/SXboWvUJ7k	0	курс доллара газпромбанк usd 1 доллар сша 35,10 36,20	газпромбанк	6049
В число компаний, против которых Евросоюз договорился ввести санкции из-за ситуации на Украине, попали Сбербанк и ВТБ.. СМИ: в список санкц	-1	в число компаний , против которых евросоюз договорился ввести санкции из-за ситуации на украине , попали сбербанк и втб .. сми : в список санкц	сбербанк	6050
В число компаний, против которых Евросоюз договорился ввести санкции из-за ситуации на Украине, попали Сбербанк и ВТБ.. СМИ: в список санкц	-1	в число компаний , против которых евросоюз договорился ввести санкции из-за ситуации на украине , попали сбербанк и втб .. сми : в список санкц	втб	6051
http://t.co/GpVV7GPqL6 Первоуральск оформить заявку на кредит газпромбанк	0	первоуральск оформить заявку на кредит газпромбанк	газпромбанк	6052
Сайт россельхозбанка кредитные системы http://t.co/ffmdyZ8A04	0	сайт россельхозбанк кредитные системы	россельхозбанк	6053
http://t.co/ZN8UqjMQ8w Взять кредит втб 24 банк хабаровск	0	взять кредит втб 24 банк хабаровск	втб	6054
"""Банк Москвы"" больше не является генеральным спонсором ""Амкара"". Эту информацию подтвердил президент пермского клуба Геннадий Шилов."	0	банкмосквы больше не является генеральным спонсором амкара . эту информацию подтвердил президент пермского клуба геннадий шилов .	банкмосквы	6055
Решением Наблюдательного совета ОАО Банк ВТБ (Азербайджан) Юрий Яковлев назначен на должность председателя правления банка.. Назначен новый	0	решением наблюдательного совета оао банк втб ( азербайджан ) юрий яковлев назначен на должность председателя правления банка .. назначен новый	втб	6056
СМИ: Сбербанк может попасть под санкции ЕС третьего уровня	-1	сми : сбербанк может попасть под санкции ес третьего уровня	сбербанк	6057
Россельхозбанк проводит месяц продаж ипотечных кредитов	1	россельхозбанк проводит месяц продаж ипотечных кредитов	россельхозбанк	6058
С какими кредитными бюро работает сбербанк http://t.co/XSvIB1Kx7z	0	с какими кредитными бюро работает сбербанк	сбербанк	6059
«Банк Москвы» перестал быть генеральным спонсором «Амкара»	0	банкмосквы перестал быть генеральным спонсором амкара	банкмосквы	6060
Кредит в втб 24 смоленск http://t.co/LzdOJwATgS	0	кредит в втб 24 смоленск	втб	6061
Мужская кредитная карта альфа банка http://t.co/MoQH5NFFNM	0	мужская кредитная карта альфабанк банка	альфабанк	6062
@alfa_bank а у вас нынче как перевыпуск карт с истекшим сроком происходит, автоматом или нужно идти в отделение писать заявление?	0	альфабанк а у вас нынче как перевыпуск карт с истекшим сроком происходит , автоматом или нужно идти в отделение писать заявление ?	альфабанк	6063
http://t.co/sBg8SNLEmN Получить кредитную карту в альфа банке	0	получить кредитную карту в альфабанк банке	альфабанк	6064
http://t.co/oAcLipuoJy Оформить кредитную карту в россельхозбанке	0	оформить кредитную карту в россельхозбанк	россельхозбанк	6065
Телефоны сбербанк пр ленина18 кредитный отдел http://t.co/BChSamH2nR	0	телефоны сбербанк пр ленина 18 кредитный отдел	сбербанк	6066
Банк втб 24 в спб кредиты http://t.co/t8ea9QlF1d	0	банк втб 24 в спб кредиты	втб	6067
@alfa_bank деньги вернулись, спасибо!	1	альфабанк деньги вернулись , спасибо !	альфабанк	6068
"Райффайзенбанк: Санкции против НОВАТЭКа не повлияют существенным образом на его операционную деятельность. Сильный ВВП США ""бросает тень"" н"	0	райффайзенбанк : санкции против новатэка не повлияют существенным образом на его операционную деятельность . сильный ввп сша бросает тень н	райффайзенбанк	6069
Банк втб 24 казань реально ли азять кредит http://t.co/y5gkAolnb7	0	банк втб 24 казань реально ли азять кредит	втб	6070
"RT @beyond_2000: МТС, Сбербанк и прочие тоже смазывают лыжи? // ""Лукойл"" продает свои бензоколонки на Украине http://t.co/oyrbfLFvmI http:/…"	-1	мтс , сбербанк и прочие тоже смазывают лыжи ? лукойл продает свои бензоколонки на украине	сбербанк	6071
Могу ли я получить второй кредит в альфабанке http://t.co/hntVJagfA8	0	могу ли я получить второй кредит в альфабанк	альфабанк	6072
http://t.co/Fnw5RBBll9 Взять кредит сбербанк санкт петербург	0	взять кредит сбербанк санкт петербург	сбербанк	6073
Анкета для кредита газпромбанка http://t.co/5xQeTkcYRB	0	анкета для кредита газпромбанк	газпромбанк	6074
