text	label	rus_entity	text_tok	textID
Если у вас #Мегафон и вы забыли что такое #GPRS, когда ничего не грузится, приезжайте в Благовещенскую и на Бугазскую косу	-1	мегафон	если у вас мегафон и вы забыли что такое когда ничего не грузится , приезжайте в благовещенскую и на бугазскую косу	2728
@19Sayan на данный момент Интернет-Помощник работает корректно. ^СН #МТС	0	мтс	на данный момент интернет-помощник работает корректно . сн мтс	2729
Вологда – Tele2 с 1 декабря 2013 года начал принимать заявления от абонентов на перенос номера.	0	теледва	вологда теледва с 1 декабря 2013 года начал принимать заявления от абонентов на перенос номера .	2730
RT @Megerra: @megafonru @alexeyenko @SiliconBangalor чуваки, ну какая культура общения без интернета, камон	-1	мегафон	мегафон чуваки , ну какая культура общения без интернета , камон	2731
"Вчера в центре ""Мегафон"" спросили, какой фирмы у меня"	0	мегафон	вчера в центре мегафон спросили , какой фирмы у меня	2732
Tele2 приглашает вологодских профессиональных фотографов и любителей принять участие в выставке «Галерея перемен».	0	теледва	теледва приглашает вологодских профессиональных фотографов и любителей принять участие в выставке галерея перемен .	2733
"Мне нравится ""V Центурия. В поисках зачарованных сокровищ [16+]"" на канале ""REN-TV (Спутник)"" #Интерактивное ТВ, #Ростелеком"	0	ростелеком	мне нравится v центурия . в поисках зачарованных сокровищ 16 на канале ren-tv ( спутник ) тв , ростелеком	2734
@Beeline_RUS при раздвоенном трафике почему иногда списываются ночью там ведь безлимит после часу?тариф хайвей50 ростовская обл.	-1	билайн	билайн при раздвоенном трафике почему иногда списываются ночью там ведь безлимит после часу ? тариф хайвей 50 ростовская обл .	2735
побуквенный инет-тариф - вот что еще не приходило в голову МТС.	-1	мтс	побуквенный инет-тариф - вот что еще не приходило в голову мтс .	2736
5 ноября вологодских предприятия «Инвестстрой», «Логасофт», «Облтехавто» и «Ростелеком» в присутствии городских властей заключили соглашени	0	ростелеком	5 ноября вологодских предприятия инвестстрой , логасофт , облтехавто и ростелеком в присутствии городских властей заключили соглашени	2737
Подумываю о МТС	1	мтс	подумываю о мтс	2738
RT @oblonskayalizoc: Мегафон: - Будущее зависит от тебя.Бог: - Будущее зависит от меня!	0	мегафон	мегафон : - будущее зависит от тебя . бог : - будущее зависит от меня !	2739
В салоне мтс. У моей подруги жестко тупит интернет	-1	мтс	в салоне мтс . у моей подруги жестко тупит интернет	2740
Tele2 Россия приняла первых абонентов, перешедших с сохранением своего мобильного номера	1	теледва	теледва россия приняла первых абонентов , перешедших с сохранением своего мобильного номера	2741
"Компания ""МегаФон"" запустила первую базовую станцию в Северо-Кавказском федеральном округе, получающую энергию от солнечных батарей. Базова"	1	мегафон	компания мегафон запустила первую базовую станцию в северо-кавказском федеральном округе , получающую энергию от солнечных батарей . базова	2742
Прилетела в Россию, а меня даже Мегафон не поздравил с прибытием домой. Вот обидка-то!	-1	мегафон	прилетела в россию , а меня даже мегафон не поздравил с прибытием домой . вот обидка-то !	2743
http://t.co/jEVeIn2dva билайн модем обновление usb	0	билайн	билайн модем обновление usb	2744
По итогам 2013 года 74% телефонов и коммуникаторов в сети Tele2 поддерживают услуги передачи данных.	0	теледва	по итогам 2013 года 74 телефонов и коммуникаторов в сети теледва поддерживают услуги передачи данных .	2745
И да... 3G-#мтс-модем абсолютно бесполезен на даче, ибо в деревне у нас тупо нет 3G... жизнь-боль...	-1	мтс	и да ... мтс -модем абсолютно бесполезен на даче , ибо в деревне у нас тупо нет 3 g ... жизнь-боль ...	2746
@LuckyAnn2 в Крыму только 2g от мтс и то не везде)	-1	мтс	в крыму только 2 g от мтс и то не везде )	2747
Блиин помогите!!как отправить деньги с телефона на другой? Билайн	0	билайн	блиин помогите !! как отправить деньги с телефона на другой ? билайн	2748
RT @raspberry69_: @saddrainn оооо, какой у тебя инет на теле2?	0	теледва	оооо , какой у тебя инет на теледва ?	2749
RT @nedlik: скачать базу данных теле2 торрент http://t.co/Vmz3gHknOq	0	теледва	скачать базу данных теледва торрент	2750
Путин поручил правительству наладить биржевую торговлю газом. на международной товарно-сырьевой бирже в Санкт-Петербурге (СпбМТСБ)должны ст	0	мтс	путин поручил правительству наладить биржевую торговлю газом . на международной товарно-сырьевой бирже в санкт-петербурге мтс ) должны ст	2751
«Ростелеком» стал партнером всероссийского конкурса «Поколение i» на создание лучшего интернет-проекта для детей, организуемого Фондом подд	0	ростелеком	ростелеком стал партнером всероссийского конкурса поколение i на создание лучшего интернет-проекта для детей , организуемого фондом подд	2752
24 января состоялась церемония присвоения базовой станции компании «МегаФон» имени двукратной олимпийской чемпионки по биатлону Анны Богали	0	мегафон	24 января состоялась церемония присвоения базовой станции компании мегафон имени двукратной олимпийской чемпионки по биатлону анны богали	2753
Повезло Ростелекому с офисом, каждый раз как митинг на болотной, их скрытая реклама на здании разруливает #6мая	0	ростелеком	повезло ростелеком с офисом , каждый раз как митинг на болотной , их скрытая реклама на здании разруливает	2754
Интернет-магазин МТС в Москве и Подмосковье. Розничная сеть МТС - крупнейший в России операторский ритейлер https://t.co/AnTUkXGaYB	0	мтс	интернет-магазин мтс в москве и подмосковье . розничная сеть мтс - крупнейший в россии операторский ритейлер	2755
Проект &amp;quot;Йога на яркой стороне&amp;quot; возобновится в Краснодаре с 21-го июня, благодаря усилиям ОАО &amp;quot;ВымпелКом&amp;quot; и парку Победы	0	билайн	проект йога на яркой стороне возобновится в краснодаре с 21-го июня , благодаря усилиям оао билайн и парку победы	2756
МТС - мудаки. Но решается всё просто - сменой оператора с сохранением номера.	-1	мтс	мтс - мудаки . но решается вс просто - сменой оператора с сохранением номера .	2757
15 июля 2014 г. Вологда. Северо-Западный филиал компании &amp;laquo;МегаФон&amp;raquo; подвел итоги работы сети 4G+ в Вологодской области. С момент	0	мегафон	15 июля 2014 г . вологда . северо-западный филиал компании мегафон amp raquo подвел итоги работы сети 4 g в вологодской области . с момент	2758
RT @xuxuvoleluly: «Ростелеком» подсчитал ущерб от наводнения на Алтае	0	ростелеком	ростелеком подсчитал ущерб от наводнения на алтае	2759
У меня также Ростелеком виснет и отваливается на пол-дня.	-1	ростелеком	у меня также ростелеком виснет и отваливается на пол-дня .	2760
Tele2 сообщает о распродаже красивых номеров и обновлении базы золотых и серебряных номеров в интернет-магазине http://t.co/SkWikVzbwY	1	теледва	теледва сообщает о распродаже красивых номеров и обновлении базы золотых и серебряных номеров в интернет-магазине	2761
МТС предупредил Крым: связь сильно испортится или пропадет вовсе	-1	мтс	мтс предупредил крым : связь сильно испортится или пропадет вовсе	2762
Как проверить баланс на МТС?	0	мтс	как проверить баланс на мтс ?	2763
Opera mini для мтс http://t.co/2QmMTSpq8h	0	мтс	opera mini для мтс мтс	2764
мегафон 4g инструкция http://t.co/og3mNyB5nI #мегафон #инструкция	0	мегафон	мегафон 4 g инструкция мегафон	2765
"""Ростелеком"" получил путевку в Крым // Оператор открывает филиал #RT"	1	ростелеком	ростелеком получил путевку в крым оператор открывает филиал	2766
RT @Beeline_RUS: Ребята из @lizaalertorg ищут пропавших детей, а мы поддерживаем их горячую линию. Надеемся, что номер не пригодится. http:…	0	билайн	билайн : ребята из ищут пропавших детей , а мы поддерживаем их горячую линию . надеемся , что номер не пригодится . http :	2767
Вологда – Tele2 начал блокировать рассылки сообщений, поступающих с буквенно-символьных и коротких номеров из сетей других операторов.	0	теледва	вологда теледва начал блокировать рассылки сообщений , поступающих с буквенно-символьных и коротких номеров из сетей других операторов .	2768
Натуль, спам и деньги - это у всех операторов. От билайна у меня интернет на службе - не нарадуюсь.	1	билайн	натуль , спам и деньги - это у всех операторов . от билайн у меня интернет на службе - не нарадуюсь .	2769
"@MegaFonHelp Проблема с тел. Не подключается к сети GSM. С другой симкой все ОК. Когда пытаешься звонить на него - сообщение ""Ошибка вызова"""	-1	мегафон	мегафон проблема с тел . не подключается к сети gsm . с другой симкой все ок . когда пытаешься звонить на него - сообщение ошибка вызова	2770
В рамках всероссийской кампании «Скажи свое слово» Вологда – Tele2 22 декабря 2013 года приглашает жителей Вологды принять участие в благоу	0	теледва	в рамках всероссийской кампании скажи свое слово вологда теледва 22 декабря 2013 года приглашает жителей вологды принять участие в благоу	2771
@MegaFonUralhelp почему оплаченная услуга не предоставляется? Деньги должны возвращаться? Или только воровать умеете?	-1	мегафон	мегафон почему оплаченная услуга не предоставляется ? деньги должны возвращаться ? или только воровать умеете ?	2772
Друзья мои. На время моего отсутствия я доступен на мтс. Кому нужен номер пишите в личку. На теле2 не звонить.	0	теледва	друзья мои . на время моего отсутствия я доступен на мтс . кому нужен номер пишите в личку . на теледва не звонить .	2773
Друзья мои. На время моего отсутствия я доступен на мтс. Кому нужен номер пишите в личку. На теле2 не звонить.	0	мтс	друзья мои . на время моего отсутствия я доступен на мтс . кому нужен номер пишите в личку . на теледва не звонить .	2774
На рекламном щите @ru_mts Нагиев и Дед Мороз в исподнем, походу Новый год без подарков будет. Главное соль на спички обменять успеть.	-1	мтс	на рекламном щите мтс нагиев и дед мороз в исподнем , походу новый год без подарков будет . главное соль на спички обменять успеть .	2775
Я тупак! У меня 4s мегафон. Чтобы заработало, надо сделать что? Просто симку заменить? Или ещё услугу какую-то подключить. Что им сказать?	-1	мегафон	я тупак ! у меня 4 s мегафон . чтобы заработало , надо сделать что ? просто симку заменить ? или ещ услугу какую-то подключить . что им сказать ?	2776
Экскурсия в музей связи Ростелекома	0	ростелеком	экскурсия в музей связи ростелеком	2777
билайн интернет дома скачать программу http://t.co/pSkx1dpyJA	0	билайн	билайн интернет дома скачать программу	2778
Двадцать гектаров картофельного поля получили колорадские жуки от сотового оператора «Билайн» за участие в их рекламной кампании.	0	билайн	двадцать гектаров картофельного поля получили колорадские жуки от сотового оператора билайн за участие в их рекламной кампании .	2779
@AppleJesus Не слышал что-нибудь о пропаже LTE у Билайна? Третий день только 3G причем там, где уверенно ловило LTE.	-1	билайн	не слышал что-нибудь о пропаже lte у билайн ? третий день только 3 g причем там , где уверенно ловило lte .	2780
У кого домашнее телевидение МГТС от МТС?	0	мтс	у кого домашнее телевидение мгтс от мтс ?	2781
RT @penstermeko: БИЛЕТ РЖД КУПЛЕННЫЙ ЧЕРЕЗ МЕГАФОНОВСКИЙ ИНТЕРНЕТ КАРТОЧКОЙ СБЕРБАНКА С ДОСТАВКОЙ ПОЧТОЙ РОССИИ ОТКРЫВАЕТ ВРАТА В АД	-1	мегафон	билет ржд купленный через мегафон интернет карточкой сбербанка с доставкой почтой россии открывает врата в ад	2782
В первом квартале 2014 года Tele2 расширила сеть дистрибуции на территории Вологодской области.	1	теледва	в первом квартале 2014 года теледва расширила сеть дистрибуции на территории вологодской области .	2783
Теперь абоненты Tele2 могут быстро и просто получать информацию об активированных подписках и их стоимости.	1	теледва	теперь абоненты теледва могут быстро и просто получать информацию об активированных подписках и их стоимости .	2784
RT @AlexKoshykov: #МТС заработал в метро на салтовской линии, хоть пока и не на всех участках. #победа #харьков	1	мтс	мтс заработал в метро на салтовской линии , хоть пока и не на всех участках .	2785
Сегодня в Мегафоне видела Фаника, однако здравствуйте.	0	мегафон	сегодня в мегафон видела фаника , однако здравствуйте .	2786
Tele2 предложил абонентам воспользоваться услугой переносимости номеров не только в своих супермаркетах связи, но в салонах партнеров	1	теледва	теледва предложил абонентам воспользоваться услугой переносимости номеров не только в своих супермаркетах связи , но в салонах партнеров	2787
Мегафон в Сочи ловит отстойно) да,я рад этому) збс что нет связи)	-1	мегафон	мегафон в сочи ловит отстойно ) да , я рад этому ) збс что нет связи )	2788
RT @mybugaqizewam: Драйвер для модема билайн zte mf 180 http://t.co/ipoROdkq9q	0	билайн	драйвер для модема билайн zte mf 180	2789
@Beeline_srt @Beeline_RUS всё спасибо, заработал сайт.	1	билайн	билайн билайн вс спасибо , заработал сайт .	2790
"Компания ""Мобильные ТелеСистемы"" (МТС) предоставила абонентам возможность в роуминге совершать звонки за счет вызываемого абонента. Пользов"	1	мтс	компания мтс мтс ) предоставила абонентам возможность в роуминге совершать звонки за счет вызываемого абонента . пользов	2791
Вологда – Tele2 подводит итоги необычного эксперимента, прошедшего 5 июля 2014 года на «Пикнике Voices»	0	теледва	вологда теледва подводит итоги необычного эксперимента , прошедшего 5 июля 2014 года на пикнике voices	2792
Эпл стор вчера забавно сломался. Или Мегафон чудил, я так и не понял	0	мегафон	эпл стор вчера забавно сломался . или мегафон чудил , я так и не понял	2793
Уже белорецк и сибай пользуются LTE сетями… а Магнитогорск раза в 3 больше и все на 3G сидим… позор #megafon	-1	мегафон	уже белорецк и сибай пользуются lte сетями а магнитогорск раза в 3 больше и все на 3 g сидим позор мегафон	2794
Из года в год Tele2 подтверждает статус одной из самых динамичных компании российского телекоммуникационного рынка.	1	теледва	из года в год теледва подтверждает статус одной из самых динамичных компании российского телекоммуникационного рынка .	2795
"T-Systems подписала сервисное соглашение с ""Ростелекомом"".Компания T-Systems объявила о подписании Service Level Agreement (SLA) с ""Ростеле"	0	ростелеком	t-systems подписала сервисное соглашение с ростелеком . компания t-systems объявила о подписании service level agreement ( sla ) с ростелеком	2796
RT @baranovartyom: Голосую за BeelineKZ http://t.co/Vq7oMLroe4 с помощью @award_kz	0	билайн	голосую за билайн с помощью	2797
Ненавижу мтс, так как звоню полтора часа и не могу дозвониться	-1	мтс	ненавижу мтс , так как звоню полтора часа и не могу дозвониться	2798
Москва – Tele2, альтернативный оператор мобильной связи, арендовал офис в бизнес-центре «Метрополис»	0	теледва	москва теледва , альтернативный оператор мобильной связи , арендовал офис в бизнес-центре метрополис	2799
Драйвер на модем мтс http://t.co/wTpSMwi4yl	0	мтс	драйвер на модем мтс	2800
Вобщем если что звоните. МТС наш с мамой общий номер 79194651394	0	мтс	вобщем если что звоните . мтс наш с мамой общий номер 79194651394	2801
RT @ruscivworld: Меня МТС уже затрахал просто своими бонусами, халявным интернетом и мерседесами... Кто-нибудь знает, как на них надавить, …	-1	мтс	меня мтс уже затрахал просто своими бонусами , халявным интернетом и мерседесами ... кто-нибудь знает , как на них надавить ,	2802
ну или куплю Билайн.	0	билайн	ну или куплю билайн .	2803
Зелено-синие и полосатки бывают хуже. Вот у нас стартовал Ростелеком и скоро придет Йота как оператор-очень надеюсь, без мегафона.	0	ростелеком	зелено-синие и полосатки бывают хуже . вот у нас стартовал ростелеком и скоро придет йота как оператор-очень надеюсь , без мегафон .	2804
Зелено-синие и полосатки бывают хуже. Вот у нас стартовал Ростелеком и скоро придет Йота как оператор-очень надеюсь, без мегафона.	-1	мегафон	зелено-синие и полосатки бывают хуже . вот у нас стартовал ростелеком и скоро придет йота как оператор-очень надеюсь , без мегафон .	2805
RT @ruscivworld: @vorobin65 @Pavla308 я наверное, в МТС позвоню, предложу им на гуманитарные цели отправить мои мерседесы... так уж и быть )	0	мтс	я наверное , в мтс позвоню , предложу им на гуманитарные цели отправить мои мерседесы ... так уж и быть )	2806
RT @xifupyfojate: база данных мтс 2014 торрент http://t.co/gAYA99C4pc	0	мтс	база данных мтс 2014 торрент	2807
Короче ничерта твиты не уходят. Долбанный мегафон.	-1	мегафон	короче ничерта твиты не уходят . долбанный мегафон .	2808
До 31 июля абонентам, купившим смартфоны MegaFon Login 2, предоставляется возможность подключить тарифную опцию &amp;laquo;Год для двоих&amp;raquo;	0	мегафон	до 31 июля абонентам , купившим смартфоны мегафон login 2 , предоставляется возможность подключить тарифную опцию amp laquo год для двоих amp raquo	2809
Главные спортивные события 2014 года в Сочи посетили 23 тысячи абонентов Tele2 из 35 регионов России.	0	теледва	главные спортивные события 2014 года в сочи посетили 23 тысячи абонентов теледва из 35 регионов россии .	2810
Кандидатура Михаила Носкова на пост генерального директора компании Tele2 была одобрена всеми акционерами.	0	теледва	кандидатура михаила носкова на пост генерального директора компании теледва была одобрена всеми акционерами .	2811
http://t.co/5RUV81tYoS модем драйвера для билайн на windows 7	0	билайн	модем драйвера для билайн на windows 7	2812
@BusinkaRu Чтобы исправить ситуацию, нужен  Ваш номер. Пож-та, отправьте его и описание проблемы на pomogite@beeline.ru. Спасибо!	0	билайн	чтобы исправить ситуацию , нужен ваш номер . пож-та , отправьте его и описание проблемы на билайн . ru . спасибо !	2813
@MegaFon_CF_Help @andrey_snegovik Тогда другой вопрос - когда будет голос на 4G ?	0	мегафон	мегафон тогда другой вопрос - когда будет голос на 4 g ?	2814
Как мало интернета у МТС в МЛДД :с	-1	мтс	как мало интернета у мтс в млдд : с	2815
Компания Tele2 подвела итоги одного из самых масштабных проектов в истории компании - «Скажи свое слово».	0	теледва	компания теледва подвела итоги одного из самых масштабных проектов в истории компании - скажи свое слово .	2816
@megafonru сколько стоит смс с мегафона на мегафон с Подмосковья в Крым и наоборот?	0	мегафон	мегафон сколько стоит смс с мегафон на мегафон с подмосковья в крым и наоборот ?	2817
"Новая опция от Мегафона «Вся Россия» для путешествий. 
далее #RT"	0	мегафон	новая опция от мегафон вся россия для путешествий . далее	2818
RT @den9608: Игры на телефон мтс 955 скачать на телефон http://t.co/YwUylHJdPD	0	мтс	игры на телефон мтс 955 скачать на телефон	2819
Новая петербургская достопримечательность от Теле2	0	теледва	новая петербургская достопримечательность от теледва	2820
Tele2 призывает готовить сани летом.Tele2 выступает телекоммуникационным партнером фестиваля оригинальных самодельных саней «Summer SaniDay	0	теледва	теледва призывает готовить сани теледва выступает телекоммуникационным партнером фестиваля оригинальных самодельных саней summer saniday	2821
Мтс в Назарово - это ад	-1	мтс	мтс в назарово - это ад	2822
чо за фигня.. Мтс должен снимать по 3руб в сутки,а снимает по 60.-.	-1	мтс	чо за фигня .. мтс должен снимать по 3 руб в сутки , а снимает по 60 . - .	2823
@vsenabort @lentiayhsn @Samuil_Shpeller @YaroslavValchuk @_KartofelniyElf @simonmerkader MegaFon это во Львове или в Тернополе?	0	мегафон	мегафон это во львове или в тернополе ?	2824
RT @Almazoff: Наследие Саакашвили ы Тбилиси. #morebeeline #galaxykzoom #georgia #tbilisi http://t.co/4ZWJ03vt3B	0	билайн	наследие саакашвили ы тбилиси . билайн	2825
Вологда – Tele2 приобрела учебное и бытовое оборудование для Вытегорского социально-реабилитационного центра для несовершеннолетних «Семья»	0	теледва	вологда теледва приобрела учебное и бытовое оборудование для вытегорского социально-реабилитационного центра для несовершеннолетних семья	2826
http://t.co/RJzaChSjSx СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС	-1	мтс	скачать торрент база данных мтс	2827
Тема: Спросить у форумчан....На против вокзала есть офис Билайна и в &amp;quot;ГИГе&amp;quot; Где пешеходный переход от вокзала к морю.Ещё можно во	0	билайн	тема : спросить у форумчан .... на против вокзала есть офис билайн и в гиге где пешеходный переход от вокзала к морю . ещ можно во	2828
ребят я на мегафоне до завтра,если что набирайте туда,мир	0	мегафон	ребят я на мегафон до завтра , если что набирайте туда , мир	2829
Вологда – Tele2, альтернативный оператор мобильной связи, объявляет о старте акции «Спасибо за стойкость». В рамках акции сотовый оператор	0	теледва	вологда теледва , альтернативный оператор мобильной связи , объявляет о старте акции спасибо за стойкость . в рамках акции сотовый оператор	2830
RT @VEchina48: Оператор МТС первым среди российских операторов предоставляет абонентам возможность в роуминге совершать звонки за счет вызы…	1	мтс	оператор мтс первым среди российских операторов предоставляет абонентам возможность в роуминге совершать звонки за счет вызы	2831
МТС гори в аду!!	-1	мтс	мтс гори в аду !!	2832
А у меня есть один.. единственный.. который никогда про меня не забывает и регулярно шлет смс.. это Билайн.  XD	0	билайн	а у меня есть один .. единственный .. который никогда про меня не забывает и регулярно шлет смс .. это билайн . xd	2833
http://t.co/4DLic5lPrD обновление смартфона прошивки evo мтс http://t.co/OjGn6PAxAW	0	мтс	обновление смартфона прошивки evo мтс	2834
хоть этот факт меня порадовал...завтра снова в МТС..будь оно неладно!	-1	мтс	хоть этот факт меня порадовал ... завтра снова в мтс .. будь оно неладно !	2835
Пока по Билайну водят экскурсии, я на него смотрю	0	билайн	пока по билайн водят экскурсии , я на него смотрю	2836
Тарифы МТС для особых случаев	0	мтс	тарифы мтс для особых случаев	2837
#RT У пацана, который мне вчера сим-карту в мегафоне оформлял фамилия Самец.	1	мегафон	у пацана , который мне вчера сим-карту в мегафон оформлял фамилия самец .	2838
"Перешел на новый тариф Билайн ""Все за 300"". Раньше платил 650р. Сейчас трафика не -+,4, а 2 Гб. Минут поменьше правда."	0	билайн	перешел на новый тариф билайн все за 300 . раньше платил 650 р . сейчас трафика не - , 4 , а 2 гб . минут поменьше правда .	2839
Фри вай-фай от билайна, ты классный :3	1	билайн	фри вай-фай от билайн , ты классный : 3	2840
Андроед, мегафон, пост открывается нормально, все быстро летает. Ищи проблему у себя.	1	мегафон	андроед , мегафон , пост открывается нормально , все быстро летает . ищи проблему у себя .	2841
"Ставлю 10 баллов фильму ""Эд Стаффорд: Голое выживание. Часть 2 (Discovery)"" из «Видеопроката» Интерактивного ТВ Ростелеком"	1	ростелеком	ставлю 10 баллов фильму эд стаффорд : голое выживание . часть 2 ( discovery ) из видеопроката интерактивного тв ростелеком	2842
RT @chasoroono: ВТБ заработал на продаже 50% «Tele2 Россия» 12% годовых	0	теледва	втб заработал на продаже 50 теледва россия 12 годовых	2843
Система видеонаблюдения «Ростелекома» успешно отработала в дополнительный период ЕГЭ.Система видеонаблюдения, организованная «Ростелекомом»	0	ростелеком	система видеонаблюдения ростелеком успешно отработала в дополнительный период егэ . система видеонаблюдения , организованная ростелеком	2844
Подскажите,нихрена не понимаю( Стоит фригейт на хроме. Навального,ежа.грани открывает. Шалтая-не хочет. провайдер билайн.	0	билайн	подскажите , нихрена не понимаю ( стоит фригейт на хроме . навального , ежа . грани открывает . шалтая-не хочет . провайдер билайн .	2845
http://t.co/BX90jG4AbQ специалиста омтс инструкция должностная	0	мтс	специалиста мтс инструкция должностная	2846
RT @AVSoloviev: Выложили тут ролик, который мы снимали для #билайн http://t.co/eYoyg3nSJD… http://t.co/fgWYWPBIKv	0	билайн	выложили тут ролик , который мы снимали для билайн	2847
Вологда – Tele2 объявляет о старте открытого онлайн-аукциона по продаже золотых и платиновых номеров. Первые торги состоялись 5 марта.	0	теледва	вологда теледва объявляет о старте открытого онлайн-аукциона по продаже золотых и платиновых номеров . первые торги состоялись 5 марта .	2848
@megafonru вы каждого новосибирца спрашиваете уже год, а инета все нет.	-1	мегафон	мегафон вы каждого новосибирца спрашиваете уже год , а инета все нет .	2849
http://t.co/4NCaaaBtH7 СКАЧАТЬ ТОРРЕНТ БАЗА ДАННЫХ МТС	-1	мтс	скачать торрент база данных мтс	2850
Огромное спасибо  #&amp;lrm;МегаФон  и лично  Юлии Бойцово й за приглашение зрителем на &amp;quot;Вечерний Ургант&amp;quot;: по телевизору программу	0	мегафон	огромное спасибо мегафон и лично юлии бойцово й за приглашение зрителем на вечерний ургант : по телевизору программу	2851
Tele2 Вологда подводит итоги технического развития сети в I квартале 2014 года	0	теледва	теледва вологда подводит итоги технического развития сети в i квартале 2014 года	2852
В рамках проекта «Скажи свое слово» Tele2 объединяет активных и небезразличных людей и помогает им по-новому взглянуть на городское простра	0	теледва	в рамках проекта скажи свое слово теледва объединяет активных и небезразличных людей и помогает им по-новому взглянуть на городское простра	2853
обновление программы модема билайн http://t.co/B6DexERCZO	0	билайн	обновление программы модема билайн	2854
инструкция в установке модема мтс http://t.co/pAz0NSIQ4r #в	0	мтс	инструкция в установке модема мтс	2855
"Ваше имя Достали Организация 55 Тип отзыва 1 Текст отзыва Мегафон ""уроды"", когда доходит до разбирательств списали пары за ошибочно подключе"	-1	мегафон	ваше имя достали организация 55 тип отзыва 1 текст отзыва мегафон уроды , когда доходит до разбирательств списали пары за ошибочно подключе	2856
Шокирующая новость! У директора Мегафона - БиЛайн! 	-1	мегафон	шокирующая новость ! у директора мегафон - билайн !	2857
Шокирующая новость! У директора Мегафона - БиЛайн! 	1	билайн	шокирующая новость ! у директора мегафон - билайн !	2858
НО не факт, что они (Билайн) взялись на ум - может, в отпуске:))))))	0	билайн	но не факт , что они билайн ) взялись на ум - может , в отпуске :))) ) ) )	2859
RT @moqegijubezo: «Мегафон» в Сургуте: перебоев со связью больше быть не должно	0	мегафон	мегафон в сургуте : перебоев со связью больше быть не должно	2860
&amp;nbsp;Один из &amp;nbsp;самых популярных операторов России объявил о создании нового школьного портала. Компания МТС на экономическом форуме, к	0	мтс	amp nbsp один из amp nbsp самых популярных операторов россии объявил о создании нового школьного портала . компания мтс на экономическом форуме , к	2861
Целый день сегодня на даче мучился с интернетом, связь все время обрывалась, кое-как сделал один пост, и за то - спасибо модему МТС. Но! От	-1	мтс	целый день сегодня на даче мучился с интернетом , связь все время обрывалась , кое-как сделал один пост , и за то - спасибо модему мтс . но ! от	2862
По итогам 2013 года ОАО «Теле2-Санкт-Петербург» продемонстрировало умеренно высокие финансовые результаты	1	теледва	по итогам 2013 года оао теледва -санкт-петербург продемонстрировало умеренно высокие финансовые результаты	2863
